;New_Node,PrevNode,Type,Source
     25922,     39948,Highway,USTM
     25923,     39949,Highway,USTM
     25924,     39950,Highway,USTM
     25925,     39951,Highway,USTM
     25926,     39952,Highway,USTM
     25927,     39953,Highway,USTM
     25928,     39954,Highway,USTM
     25929,     39955,Highway,USTM
     25930,     39956,Highway,USTM
     25931,     39957,Highway,USTM
     25932,     39958,Highway,USTM
     25933,     39959,Highway,USTM
     25934,     39960,Highway,USTM
     25935,     39961,Highway,USTM
     25936,     39962,Highway,USTM
     25937,     39963,Highway,USTM
     25938,     39964,Highway,USTM
     25939,     39965,Highway,USTM
     25940,     39966,Highway,USTM
     25941,     39967,Highway,USTM
     25942,     39968,Highway,USTM
     25943,     39969,Highway,USTM
     25944,     39970,Highway,USTM
     25945,     39971,Highway,USTM
     25946,     39972,Highway,USTM
     25947,     39973,Highway,USTM
     25948,     39974,Highway,USTM
     25949,     39975,Highway,USTM
     25950,     39976,Highway,USTM
     25951,     39977,Highway,USTM
     25952,     39978,Highway,USTM
     25953,     39979,Highway,USTM
     25954,     39980,Highway,USTM
     25955,     39981,Highway,USTM
     25956,     39982,Highway,USTM
     25957,     39983,Highway,USTM
     25958,     39984,Highway,USTM
     25959,     39985,Highway,USTM
     25960,     39986,Highway,USTM
     25961,     39987,Highway,USTM
     25962,     39988,Highway,USTM
     25963,     39989,Highway,USTM
     25964,     39990,Highway,USTM
     25965,     39991,Highway,USTM
     25966,     39992,Highway,USTM
     25967,     39993,Highway,USTM
     25968,     39994,Highway,USTM
     25969,     39995,Highway,USTM
     25970,     39996,Highway,USTM
     25971,     39997,Highway,USTM
     25972,     39998,Highway,USTM
     25973,     39999,Highway,USTM
     25974,     40000,Highway,USTM
     25975,     40001,Highway,USTM
     25976,     40002,Highway,USTM
     25977,     40003,Highway,USTM
     25978,     40004,Highway,USTM
     25979,     40005,Highway,USTM
     25980,     40006,Highway,USTM
     25981,     40007,Highway,USTM
     25982,     40008,Highway,USTM
     25983,     40009,Highway,USTM
     25984,     40010,Highway,USTM
     25985,     40011,Highway,USTM
     25986,     40012,Highway,USTM
     25987,     40013,Highway,USTM
     25988,     40014,Highway,USTM
     25989,     40015,Highway,USTM
     25990,     40016,Highway,USTM
     25991,     40017,Highway,USTM
     25992,     40018,Highway,USTM
     25993,     40019,Highway,USTM
     25994,     40020,Highway,USTM
     25995,     40021,Highway,USTM
     25996,     40022,Highway,USTM
     25997,     40023,Highway,USTM
     25998,     40024,Highway,USTM
     25999,     40025,Highway,USTM
     26000,     40026,Highway,USTM
     26001,     40027,Highway,USTM
     26002,     40028,Highway,USTM
     26003,     40029,Highway,USTM
     26004,     40030,Highway,USTM
     26005,     40031,Highway,USTM
     26006,     40032,Highway,USTM
     26007,     40033,Highway,USTM
     26008,     40034,Highway,USTM
     26009,     40035,Highway,USTM
     26010,     40036,Highway,USTM
     26011,     40037,Highway,USTM
     26012,     40038,Highway,USTM
     26013,     40039,Highway,USTM
     26014,     40040,Highway,USTM
     26015,     40041,Highway,USTM
     26016,     40042,Highway,USTM
     26017,     40043,Highway,USTM
     26018,     40044,Highway,USTM
     26019,     40045,Highway,USTM
     26020,     40046,Highway,USTM
     26021,     40047,Highway,USTM
     26022,     40048,Highway,USTM
     26023,     40049,Highway,USTM
     26024,     40050,Highway,USTM
     26025,     40051,Highway,USTM
     26026,     40052,Highway,USTM
     26027,     40053,Highway,USTM
     26028,     40054,Highway,USTM
     26029,     40055,Highway,USTM
     26030,     40056,Highway,USTM
     26031,     40057,Highway,USTM
     26032,     40058,Highway,USTM
     26033,     40059,Highway,USTM
     26034,     40060,Highway,USTM
     26035,     40061,Highway,USTM
     26036,     40062,Highway,USTM
     26037,     40063,Highway,USTM
     26038,     40064,Highway,USTM
     26039,     40065,Highway,USTM
     26040,     40066,Highway,USTM
     26041,     40067,Highway,USTM
     26042,     40068,Highway,USTM
     26043,     40069,Highway,USTM
     26044,     40070,Highway,USTM
     26045,     40071,Highway,USTM
     26046,     40072,Highway,USTM
     26047,     40073,Highway,USTM
     26048,     40074,Highway,USTM
     26049,     40075,Highway,USTM
     26050,     40076,Highway,USTM
     26051,     40077,Highway,USTM
     26052,     40078,Highway,USTM
     26053,     40079,Highway,USTM
     26054,     40080,Highway,USTM
     26055,     40081,Highway,USTM
     26056,     40082,Highway,USTM
     26057,     40083,Highway,USTM
     26058,     40084,Highway,USTM
     26059,     40085,Highway,USTM
     26060,     40086,Highway,USTM
     26061,     40087,Highway,USTM
     26062,     40088,Highway,USTM
     26063,     40089,Highway,USTM
     26064,     40090,Highway,USTM
     26065,     40091,Highway,USTM
     26066,     40092,Highway,USTM
     26067,     40093,Highway,USTM
     26068,     40094,Highway,USTM
     26069,     40095,Highway,USTM
     26070,     40096,Highway,USTM
     26071,     40097,Highway,USTM
     26072,     40098,Highway,USTM
     26073,     40099,Highway,USTM
     26074,     40100,Highway,USTM
     26075,     40101,Highway,USTM
     26076,     40102,Highway,USTM
     26077,     40103,Highway,USTM
     26078,     40104,Highway,USTM
     26079,     40105,Highway,USTM
     26080,     40106,Highway,USTM
     26081,     40107,Highway,USTM
     26082,     40108,Highway,USTM
     26083,     40109,Highway,USTM
     26084,     40110,Highway,USTM
     26085,     40111,Highway,USTM
     26086,     40112,Highway,USTM
     26087,     40113,Highway,USTM
     26088,     40114,Highway,USTM
     26089,     40115,Highway,USTM
     26090,     40116,Highway,USTM
     26091,     40117,Highway,USTM
     26092,     40118,Highway,USTM
     26093,     40119,Highway,USTM
     26094,     40120,Highway,USTM
     26095,     40121,Highway,USTM
     26096,     40122,Highway,USTM
     26097,     40123,Highway,USTM
     26098,     40124,Highway,USTM
     26099,     40125,Highway,USTM
     26100,     40126,Highway,USTM
     26101,     40127,Highway,USTM
     26102,     40128,Highway,USTM
     26103,     40129,Highway,USTM
     26104,     40130,Highway,USTM
     26105,     40131,Highway,USTM
     26106,     40132,Highway,USTM
     26107,     40133,Highway,USTM
     26108,     40134,Highway,USTM
     26109,     40135,Highway,USTM
     26110,     40136,Highway,USTM
     26111,     40137,Highway,USTM
     26112,     40138,Highway,USTM
     26113,     40139,Highway,USTM
     26114,     40140,Highway,USTM
     26115,     40141,Highway,USTM
     26116,     40142,Highway,USTM
     26117,     40143,Highway,USTM
     26118,     40144,Highway,USTM
     26119,     40145,Highway,USTM
     26120,     40146,Highway,USTM
     26121,     40147,Highway,USTM
     26122,     40148,Highway,USTM
     26123,     40149,Highway,USTM
     26124,     40150,Highway,USTM
     26125,     40151,Highway,USTM
     26126,     40152,Highway,USTM
     26127,     40153,Highway,USTM
     26128,     40154,Highway,USTM
     26129,     40155,Highway,USTM
     26130,     40156,Highway,USTM
     26131,     40157,Highway,USTM
     26132,     40158,Highway,USTM
     26133,     40159,Highway,USTM
     26134,     40160,Highway,USTM
     26135,     40161,Highway,USTM
     26136,     40162,Highway,USTM
     26137,     40163,Highway,USTM
     26138,     40164,Highway,USTM
     26139,     40165,Highway,USTM
     26140,     40166,Highway,USTM
     26141,     40167,Highway,USTM
     26142,     40168,Highway,USTM
     26143,     40169,Highway,USTM
     26144,     40170,Highway,USTM
     26145,     40171,Highway,USTM
     26146,     40172,Highway,USTM
     26147,     40173,Highway,USTM
     26148,     40174,Highway,USTM
     26149,     40175,Highway,USTM
     26150,     40176,Highway,USTM
     26151,     40177,Highway,USTM
     26152,     40178,Highway,USTM
     26153,     40179,Highway,USTM
     26154,     40180,Highway,USTM
     26155,     40181,Highway,USTM
     26156,     40182,Highway,USTM
     26157,     40183,Highway,USTM
     26158,     40184,Highway,USTM
     26159,     40185,Highway,USTM
     26160,     40186,Highway,USTM
     26161,     40187,Highway,USTM
     26162,     40188,Highway,USTM
     26163,     40189,Highway,USTM
     26164,     40190,Highway,USTM
     26165,     40191,Highway,USTM
     26166,     40192,Highway,USTM
     26167,     40193,Highway,USTM
     26168,     40194,Highway,USTM
     26169,     40195,Highway,USTM
     26170,     40196,Highway,USTM
     26171,     40197,Highway,USTM
     26172,     40198,Highway,USTM
     26173,     40199,Highway,USTM
     26174,     40200,Highway,USTM
     26175,     40201,Highway,USTM
     26176,     40202,Highway,USTM
     26177,     40203,Highway,USTM
     26178,     40204,Highway,USTM
     26179,     40205,Highway,USTM
     26180,     40206,Highway,USTM
     26181,     40207,Highway,USTM
     26182,     40208,Highway,USTM
     26183,     40209,Highway,USTM
     26184,     40210,Highway,USTM
     26185,     40211,Highway,USTM
     26186,     40212,Highway,USTM
     26187,     40213,Highway,USTM
     26188,     40214,Highway,USTM
     26189,     40215,Highway,USTM
     26190,     40216,Highway,USTM
     26191,     40217,Highway,USTM
     26192,     40218,Highway,USTM
     26193,     40219,Highway,USTM
     26194,     40220,Highway,USTM
     26195,     40221,Highway,USTM
     26196,     40222,Highway,USTM
     26197,     40223,Highway,USTM
     26198,     40224,Highway,USTM
     26199,     40225,Highway,USTM
     26200,     40226,Highway,USTM
     26201,     40227,Highway,USTM
     26202,     40228,Highway,USTM
     26203,     40229,Highway,USTM
     26204,     40230,Highway,USTM
     26205,     40231,Highway,USTM
     26206,     40232,Highway,USTM
     26207,     40233,Highway,USTM
     26208,     40234,Highway,USTM
     26209,     40235,Highway,USTM
     26210,     40236,Highway,USTM
     26211,     40237,Highway,USTM
     26212,     40238,Highway,USTM
     26213,     40239,Highway,USTM
     26214,     40240,Highway,USTM
     26215,     40241,Highway,USTM
     26216,     40242,Highway,USTM
     26217,     40243,Highway,USTM
     26218,     40244,Highway,USTM
     26219,     40245,Highway,USTM
     26220,     40246,Highway,USTM
     26221,     40247,Highway,USTM
     26222,     40248,Highway,USTM
     26223,     40249,Highway,USTM
     26224,     40250,Highway,USTM
     26225,     40251,Highway,USTM
     26226,     40252,Highway,USTM
     26227,     40253,Highway,USTM
     26228,     40254,Highway,USTM
     26229,     40255,Highway,USTM
     26230,     40256,Highway,USTM
     26231,     40257,Highway,USTM
     26232,     40258,Highway,USTM
     26233,     40259,Highway,USTM
     26234,     40260,Highway,USTM
     26235,     40261,Highway,USTM
     26236,     40262,Highway,USTM
     26237,     40263,Highway,USTM
     26238,     40264,Highway,USTM
     26239,     40265,Highway,USTM
     26240,     40266,Highway,USTM
     26241,     40267,Highway,USTM
     26242,     40268,Highway,USTM
     26243,     40269,Highway,USTM
     26244,     40270,Highway,USTM
     26245,     40271,Highway,USTM
     26246,     40272,Highway,USTM
     26247,     40273,Highway,USTM
     26248,     40274,Highway,USTM
     26249,     40275,Highway,USTM
     26250,     40276,Highway,USTM
     26251,     40277,Highway,USTM
     26252,     40278,Highway,USTM
     26253,     40279,Highway,USTM
     26254,     40280,Highway,USTM
     26255,     40281,Highway,USTM
     26256,     40282,Highway,USTM
     26257,     40283,Highway,USTM
     26258,     40284,Highway,USTM
     26259,     40285,Highway,USTM
     26260,     40286,Highway,USTM
     26261,     40287,Highway,USTM
     26262,     40288,Highway,USTM
     26263,     40289,Highway,USTM
     26264,     40290,Highway,USTM
     26265,     40291,Highway,USTM
     26266,     40292,Highway,USTM
     26267,     40293,Highway,USTM
     26268,     40294,Highway,USTM
     26269,     40295,Highway,USTM
     26270,     40296,Highway,USTM
     26271,     40297,Highway,USTM
     26272,     40298,Highway,USTM
     26273,     40299,Highway,USTM
     26274,     40300,Highway,USTM
     26275,     40301,Highway,USTM
     26276,     40302,Highway,USTM
     26277,     40303,Highway,USTM
     26278,     40304,Highway,USTM
     26279,     40305,Highway,USTM
     26280,     40306,Highway,USTM
     26281,     40307,Highway,USTM
     26282,     40308,Highway,USTM
     26283,     40309,Highway,USTM
     26284,     40310,Highway,USTM
     26285,     40311,Highway,USTM
     26286,     40312,Highway,USTM
     26287,     40313,Highway,USTM
     26288,     40314,Highway,USTM
     26289,     40315,Highway,USTM
     26290,     40316,Highway,USTM
     26291,     40317,Highway,USTM
     26292,     40318,Highway,USTM
     26293,     40319,Highway,USTM
     26294,     40320,Highway,USTM
     26295,     40321,Highway,USTM
     26296,     40322,Highway,USTM
     26297,     40323,Highway,USTM
     26298,     40324,Highway,USTM
     26299,     40325,Highway,USTM
     26300,     40326,Highway,USTM
     26301,     40327,Highway,USTM
     26302,     40328,Highway,USTM
     26303,     40329,Highway,USTM
     26304,     40330,Highway,USTM
     26305,     40331,Highway,USTM
     26306,     40332,Highway,USTM
     26307,     40333,Highway,USTM
     26308,     40334,Highway,USTM
     26309,     40335,Highway,USTM
     26310,     40336,Highway,USTM
     26311,     40337,Highway,USTM
     26312,     40338,Highway,USTM
     26313,     40339,Highway,USTM
     26314,     40340,Highway,USTM
     26315,     40341,Highway,USTM
     26316,     40342,Highway,USTM
     26317,     40343,Highway,USTM
     26318,     40344,Highway,USTM
     26319,     40345,Highway,USTM
     26320,     40346,Highway,USTM
     26321,     40347,Highway,USTM
     26322,     40348,Highway,USTM
     26323,     40349,Highway,USTM
     26324,     40350,Highway,USTM
     26325,     40351,Highway,USTM
     26326,     40352,Highway,USTM
     26327,     40353,Highway,USTM
     26328,     40354,Highway,USTM
     26329,     40355,Highway,USTM
     26330,     40356,Highway,USTM
     26331,     40357,Highway,USTM
     26332,     40358,Highway,USTM
     26333,     40359,Highway,USTM
     26334,     40360,Highway,USTM
     26335,     40361,Highway,USTM
     26336,     40362,Highway,USTM
     26337,     40363,Highway,USTM
     26338,     40364,Highway,USTM
     26339,     40365,Highway,USTM
     26340,     40366,Highway,USTM
     26341,     40367,Highway,USTM
     26342,     40368,Highway,USTM
     26343,     40369,Highway,USTM
     26344,     40370,Highway,USTM
     26345,     40371,Highway,USTM
     26346,     40372,Highway,USTM
     26347,     40373,Highway,USTM
     26348,     40374,Highway,USTM
     26349,     40375,Highway,USTM
     26350,     40376,Highway,USTM
     26351,     40377,Highway,USTM
     26352,     40378,Highway,USTM
     26353,     40379,Highway,USTM
     26354,     40380,Highway,USTM
     26355,     40381,Highway,USTM
     26356,     40382,Highway,USTM
     26357,     40383,Highway,USTM
     26358,     40384,Highway,USTM
     26359,     40385,Highway,USTM
     26360,     40386,Highway,USTM
     26361,     40387,Highway,USTM
     26362,     40388,Highway,USTM
     26363,     40389,Highway,USTM
     26364,     40390,Highway,USTM
     26365,     40391,Highway,USTM
     26366,     40392,Highway,USTM
     26367,     40393,Highway,USTM
     26368,     40394,Highway,USTM
     26369,     40395,Highway,USTM
     26370,     40396,Highway,USTM
     26371,     40397,Highway,USTM
     26372,     40398,Highway,USTM
     26373,     40399,Highway,USTM
     26374,     40400,Highway,USTM
     26375,     40401,Highway,USTM
     26376,     40402,Highway,USTM
     26377,     40403,Highway,USTM
     26378,     40404,Highway,USTM
     26379,     40405,Highway,USTM
     26380,     40406,Highway,USTM
     26381,     40407,Highway,USTM
     26382,     40408,Highway,USTM
     26383,     40409,Highway,USTM
     26384,     40410,Highway,USTM
     26385,     40411,Highway,USTM
     26386,     40412,Highway,USTM
     26387,     40413,Highway,USTM
     26388,     40414,Highway,USTM
     26389,     40415,Highway,USTM
     26390,     40416,Highway,USTM
     26391,     40417,Highway,USTM
     26392,     40418,Highway,USTM
     26393,     40419,Highway,USTM
     26394,     40420,Highway,USTM
     26395,     40421,Highway,USTM
     26396,     40422,Highway,USTM
     26397,     40423,Highway,USTM
     26398,     40424,Highway,USTM
     26399,     40425,Highway,USTM
     26400,     40426,Highway,USTM
     26401,     40427,Highway,USTM
     26402,     40428,Highway,USTM
     26403,     40429,Highway,USTM
     26404,     40430,Highway,USTM
     26405,     40431,Highway,USTM
     26406,     40432,Highway,USTM
     26407,     40433,Highway,USTM
     26408,     40434,Highway,USTM
     26409,     40435,Highway,USTM
     26410,     40436,Highway,USTM
     26411,     40437,Highway,USTM
     26412,     40438,Highway,USTM
     26413,     40439,Highway,USTM
     26414,     40440,Highway,USTM
     26415,     40441,Highway,USTM
     26416,     40442,Highway,USTM
     26417,     40443,Highway,USTM
     26418,     40444,Highway,USTM
     26419,     40445,Highway,USTM
     26420,     40446,Highway,USTM
     26421,     40447,Highway,USTM
     26422,     40448,Highway,USTM
     26423,     40449,Highway,USTM
     26424,     40450,Highway,USTM
     26425,     40451,Highway,USTM
     26426,     40452,Highway,USTM
     26427,     40453,Highway,USTM
     26428,     40454,Highway,USTM
     26429,     40455,Highway,USTM
     26430,     40456,Highway,USTM
     26431,     40457,Highway,USTM
     26432,     40458,Highway,USTM
     26433,     40459,Highway,USTM
     26434,     40460,Highway,USTM
     26435,     40461,Highway,USTM
     26436,     40462,Highway,USTM
     26437,     40463,Highway,USTM
     26438,     40464,Highway,USTM
     26439,     40465,Highway,USTM
     26440,     40466,Highway,USTM
     26441,     40467,Highway,USTM
     26442,     40468,Highway,USTM
     26443,     40469,Highway,USTM
     26444,     40470,Highway,USTM
     26445,     40471,Highway,USTM
     26446,     40472,Highway,USTM
     26447,     40473,Highway,USTM
     26448,     40474,Highway,USTM
     26449,     40475,Highway,USTM
     26450,     40476,Highway,USTM
     26451,     40477,Highway,USTM
     26452,     40478,Highway,USTM
     26453,     40479,Highway,USTM
     26454,     40480,Highway,USTM
     26455,     40481,Highway,USTM
     26456,     40482,Highway,USTM
     26457,     40483,Highway,USTM
     26458,     40484,Highway,USTM
     26459,     40485,Highway,USTM
     26460,     40486,Highway,USTM
     26461,     40487,Highway,USTM
     26462,     40488,Highway,USTM
     26463,     40489,Highway,USTM
     26464,     40490,Highway,USTM
     26465,     40491,Highway,USTM
     26466,     40492,Highway,USTM
     26467,     40493,Highway,USTM
     26468,     40494,Highway,USTM
     26469,     40495,Highway,USTM
     26470,     40496,Highway,USTM
     26471,     40497,Highway,USTM
     26472,     40498,Highway,USTM
     26473,     40499,Highway,USTM
     26474,     40500,Highway,USTM
     26475,     40501,Highway,USTM
     26476,     40502,Highway,USTM
     26477,     40503,Highway,USTM
     26478,     40504,Highway,USTM
     26479,     40505,Highway,USTM
     26480,     40506,Highway,USTM
     26481,     40507,Highway,USTM
     26482,     40508,Highway,USTM
     26483,     40509,Highway,USTM
     26484,     40510,Highway,USTM
     26485,     40511,Highway,USTM
     26486,     40512,Highway,USTM
     26487,     40513,Highway,USTM
     26488,     40514,Highway,USTM
     26489,     40515,Highway,USTM
     26490,     40516,Highway,USTM
     26491,     40517,Highway,USTM
     26492,     40518,Highway,USTM
     26493,     40519,Highway,USTM
     26494,     40520,Highway,USTM
     26495,     40521,Highway,USTM
     26496,     40522,Highway,USTM
     26497,     40523,Highway,USTM
     26498,     40524,Highway,USTM
     26499,     40525,Highway,USTM
     26500,     40526,Highway,USTM
     26501,     40527,Highway,USTM
     26502,     40528,Highway,USTM
     26503,     40529,Highway,USTM
     26504,     40530,Highway,USTM
     26505,     40531,Highway,USTM
     26506,     40532,Highway,USTM
     26507,     40533,Highway,USTM
     26508,     40534,Highway,USTM
     26509,     40535,Highway,USTM
     26510,     40536,Highway,USTM
     26511,     40537,Highway,USTM
     26512,     40538,Highway,USTM
     26513,     40539,Highway,USTM
     26514,     40540,Highway,USTM
     26515,     40541,Highway,USTM
     26516,     40542,Highway,USTM
     26517,     40543,Highway,USTM
     26518,     40544,Highway,USTM
     26519,     40545,Highway,USTM
     26520,     40546,Highway,USTM
     26521,     40547,Highway,USTM
     26522,     40548,Highway,USTM
     26523,     40549,Highway,USTM
     26524,     40550,Highway,USTM
     26525,     40551,Highway,USTM
     26526,     40552,Highway,USTM
     26527,     40553,Highway,USTM
     26528,     40554,Highway,USTM
     26529,     40555,Highway,USTM
     26530,     40556,Highway,USTM
     26531,     40557,Highway,USTM
     26532,     40558,Highway,USTM
     26533,     40559,Highway,USTM
     26534,     40560,Highway,USTM
     26535,     40561,Highway,USTM
     26536,     40562,Highway,USTM
     26537,     40563,Highway,USTM
     26538,     40564,Highway,USTM
     26539,     40565,Highway,USTM
     26540,     40566,Highway,USTM
     26541,     40567,Highway,USTM
     26542,     40568,Highway,USTM
     26543,     40569,Highway,USTM
     26544,     40570,Highway,USTM
     26545,     40571,Highway,USTM
     26546,     40572,Highway,USTM
     26547,     40573,Highway,USTM
     26548,     40574,Highway,USTM
     26549,     40575,Highway,USTM
     26550,     40576,Highway,USTM
     26551,     40577,Highway,USTM
     26552,     40578,Highway,USTM
     26553,     40579,Highway,USTM
     26554,     40580,Highway,USTM
     26555,     40581,Highway,USTM
     26556,     40582,Highway,USTM
     26557,     40583,Highway,USTM
     26558,     40584,Highway,USTM
     26559,     40585,Highway,USTM
     26560,     40586,Highway,USTM
     26561,     40587,Highway,USTM
     26562,     40588,Highway,USTM
     26563,     40589,Highway,USTM
     26564,     40590,Highway,USTM
     26565,     40591,Highway,USTM
     26566,     40592,Highway,USTM
     26567,     40593,Highway,USTM
     26568,     40594,Highway,USTM
     26569,     40595,Highway,USTM
     26570,     40596,Highway,USTM
     26571,     40597,Highway,USTM
     26572,     40598,Highway,USTM
     26573,     40599,Highway,USTM
     26574,     40600,Highway,USTM
     26575,     40601,Highway,USTM
     26576,     40602,Highway,USTM
     26577,     40603,Highway,USTM
     26578,     40604,Highway,USTM
     26579,     40605,Highway,USTM
     26580,     40606,Highway,USTM
     26581,     40607,Highway,USTM
     26582,     40608,Highway,USTM
     26583,     40609,Highway,USTM
     26584,     40610,Highway,USTM
     26585,     40611,Highway,USTM
     26586,     40612,Highway,USTM
     26587,     40613,Highway,USTM
     26588,     40614,Highway,USTM
     26589,     40615,Highway,USTM
     26590,     40616,Highway,USTM
     26591,     40617,Highway,USTM
     26592,     40618,Highway,USTM
     26593,     40619,Highway,USTM
     26594,     40620,Highway,USTM
     26595,     40621,Highway,USTM
     26596,     40622,Highway,USTM
     26597,     40623,Highway,USTM
     26598,     40624,Highway,USTM
     26599,     40625,Highway,USTM
     26600,     40626,Highway,USTM
     26601,     40627,Highway,USTM
     26602,     40628,Highway,USTM
     26603,     40629,Highway,USTM
     26604,     40630,Highway,USTM
     26605,     40631,Highway,USTM
     26606,     40632,Highway,USTM
     26607,     40633,Highway,USTM
     26608,     40634,Highway,USTM
     26609,     40635,Highway,USTM
     26610,     40636,Highway,USTM
     26611,     40637,Highway,USTM
     26612,     40638,Highway,USTM
     26613,     40639,Highway,USTM
     26614,     40640,Highway,USTM
     26615,     40641,Highway,USTM
     26616,     40642,Highway,USTM
     26617,     40643,Highway,USTM
     26618,     40644,Highway,USTM
     26619,     40645,Highway,USTM
     26620,     40646,Highway,USTM
     26621,     40647,Highway,USTM
     26622,     40648,Highway,USTM
     26623,     40649,Highway,USTM
     26624,     40650,Highway,USTM
     26625,     40651,Highway,USTM
     26626,     40652,Highway,USTM
     26627,     40653,Highway,USTM
     26628,     40654,Highway,USTM
     26629,     40655,Highway,USTM
     26630,     40656,Highway,USTM
     26631,     40657,Highway,USTM
     26632,     40658,Highway,USTM
     26633,     40659,Highway,USTM
     26634,     40660,Highway,USTM
     26635,     40661,Highway,USTM
     26636,     40662,Highway,USTM
     26637,     40663,Highway,USTM
     26638,     40664,Highway,USTM
     26639,     40665,Highway,USTM
     26640,     40666,Highway,USTM
     26641,     40667,Highway,USTM
     26642,     40668,Highway,USTM
     26643,     40669,Highway,USTM
     26644,     40670,Highway,USTM
     26645,     40671,Highway,USTM
     26646,     40672,Highway,USTM
     26647,     40673,Highway,USTM
     26648,     40674,Highway,USTM
     26649,     40675,Highway,USTM
     26650,     40676,Highway,USTM
     26651,     40677,Highway,USTM
     26652,     40678,Highway,USTM
     26653,     40679,Highway,USTM
     26654,     40680,Highway,USTM
     26655,     40681,Highway,USTM
     26656,     40682,Highway,USTM
     26657,     40683,Highway,USTM
     26658,     40684,Highway,USTM
     26659,     40685,Highway,USTM
     26660,     40686,Highway,USTM
     26661,     40687,Highway,USTM
     26662,     40688,Highway,USTM
     26663,     40689,Highway,USTM
     26664,     40690,Highway,USTM
     26665,     40691,Highway,USTM
     26666,     40692,Highway,USTM
     26667,     40693,Highway,USTM
     26668,     40694,Highway,USTM
     26669,     40695,Highway,USTM
     26670,     40696,Highway,USTM
     26671,     40697,Highway,USTM
     26672,     40698,Highway,USTM
     26673,     40699,Highway,USTM
     26674,     40700,Highway,USTM
     26675,     40701,Highway,USTM
     26676,     40702,Highway,USTM
     26677,     40703,Highway,USTM
     26678,     40704,Highway,USTM
     26679,     40705,Highway,USTM
     26680,     40706,Highway,USTM
     26681,     40707,Highway,USTM
     26682,     40708,Highway,USTM
     26683,     40709,Highway,USTM
     26684,     40710,Highway,USTM
     26685,     40711,Highway,USTM
     26686,     40712,Highway,USTM
     26687,     40713,Highway,USTM
     26688,     40714,Highway,USTM
     26689,     40715,Highway,USTM
     26690,     40716,Highway,USTM
     26691,     40717,Highway,USTM
     26692,     40718,Highway,USTM
     26693,     40719,Highway,USTM
     26694,     40720,Highway,USTM
     26695,     40721,Highway,USTM
     26696,     40722,Highway,USTM
     26697,     40723,Highway,USTM
     26698,     40724,Highway,USTM
     26699,     40725,Highway,USTM
     26700,     40726,Highway,USTM
     26701,     40727,Highway,USTM
     26702,     40728,Highway,USTM
     26703,     40729,Highway,USTM
     26704,     40730,Highway,USTM
     26705,     40731,Highway,USTM
     26706,     40732,Highway,USTM
     26707,     40733,Highway,USTM
     26708,     40734,Highway,USTM
     26709,     40735,Highway,USTM
     26710,     40736,Highway,USTM
     26711,     40737,Highway,USTM
     26712,     40738,Highway,USTM
     26713,     40739,Highway,USTM
     26714,     40740,Highway,USTM
     26715,     40741,Highway,USTM
     26716,     40742,Highway,USTM
     26717,     40743,Highway,USTM
     26718,     40744,Highway,USTM
     26719,     40745,Highway,USTM
     26720,     40746,Highway,USTM
     26721,     40747,Highway,USTM
     26722,     40748,Highway,USTM
     26723,     40749,Highway,USTM
     26724,     40750,Highway,USTM
     26725,     40751,Highway,USTM
     26726,     40752,Highway,USTM
     26727,     40753,Highway,USTM
     26728,     40754,Highway,USTM
     26729,     40755,Highway,USTM
     26730,     40756,Highway,USTM
     26731,     40757,Highway,USTM
     26732,     40758,Highway,USTM
     26733,     40759,Highway,USTM
     26734,     40760,Highway,USTM
     26735,     40761,Highway,USTM
     26736,     40762,Highway,USTM
     26737,     40763,Highway,USTM
     26738,     40764,Highway,USTM
     26739,     40765,Highway,USTM
     26740,     40766,Highway,USTM
     26741,     40767,Highway,USTM
     26742,     40768,Highway,USTM
     26743,     40769,Highway,USTM
     26744,     40770,Highway,USTM
     26745,     40771,Highway,USTM
     26746,     40772,Highway,USTM
     26747,     40773,Highway,USTM
     26748,     40774,Highway,USTM
     26749,     40775,Highway,USTM
     26750,     40776,Highway,USTM
     26751,     40777,Highway,USTM
     26752,     40778,Highway,USTM
     26753,     40779,Highway,USTM
     26754,     40780,Highway,USTM
     26755,     40781,Highway,USTM
     26756,     40782,Highway,USTM
     26757,     40783,Highway,USTM
     26758,     40784,Highway,USTM
     26759,     40785,Highway,USTM
     26760,     40786,Highway,USTM
     26761,     40787,Highway,USTM
     26762,     40788,Highway,USTM
     26763,     40789,Highway,USTM
     26764,     40790,Highway,USTM
     26765,     40791,Highway,USTM
     26766,     40792,Highway,USTM
     26767,     40793,Highway,USTM
     26768,     40794,Highway,USTM
     26769,     40795,Highway,USTM
     26770,     40796,Highway,USTM
     26771,     40797,Highway,USTM
     26772,     40798,Highway,USTM
     26773,     40799,Highway,USTM
     26774,     40800,Highway,USTM
     26775,     40801,Highway,USTM
     26776,     40802,Highway,USTM
     26777,     40803,Highway,USTM
     26778,     40804,Highway,USTM
     26779,     40805,Highway,USTM
     26780,     40806,Highway,USTM
     26781,     40807,Highway,USTM
     26782,     40808,Highway,USTM
     26783,     40809,Highway,USTM
     26784,     40810,Highway,USTM
     26785,     40811,Highway,USTM
     26786,     40812,Highway,USTM
     26787,     40813,Highway,USTM
     26788,     40814,Highway,USTM
     26789,     40815,Highway,USTM
     26790,     40816,Highway,USTM
     26791,     40817,Highway,USTM
     26792,     40818,Highway,USTM
     26793,     40819,Highway,USTM
     26794,     40820,Highway,USTM
