ODPair,I,J,NumExt
8941_608,   8941.00,    608.00,      3.00
8941_609,   8941.00,    609.00,      3.00
8941_610,   8941.00,    610.00,      3.00
8941_611,   8941.00,    611.00,      3.00
8941_612,   8941.00,    612.00,      3.00
8941_613,   8941.00,    613.00,      3.00
8941_614,   8941.00,    614.00,      3.00
8941_615,   8941.00,    615.00,      3.00
8941_616,   8941.00,    616.00,      3.00
8941_617,   8941.00,    617.00,      3.00
8941_2334,   8941.00,   2334.00,      3.00
8941_2335,   8941.00,   2335.00,      3.00
8941_2336,   8941.00,   2336.00,      3.00
8941_3250,   8941.00,   3250.00,      3.00
8941_3365,   8941.00,   3365.00,      3.00
8941_3366,   8941.00,   3366.00,      3.00
8941_3367,   8941.00,   3367.00,      3.00
8941_8406,   8941.00,   8406.00,      3.00
8941_8407,   8941.00,   8407.00,      3.00
8941_8408,   8941.00,   8408.00,      3.00
8942_606,   8942.00,    606.00,      3.00
8942_607,   8942.00,    607.00,      3.00
8942_608,   8942.00,    608.00,      3.00
8942_609,   8942.00,    609.00,      3.00
8942_610,   8942.00,    610.00,      3.00
8942_611,   8942.00,    611.00,      3.00
8942_612,   8942.00,    612.00,      3.00
8942_613,   8942.00,    613.00,      3.00
8942_614,   8942.00,    614.00,      3.00
8942_615,   8942.00,    615.00,      3.00
8942_616,   8942.00,    616.00,      3.00
8942_617,   8942.00,    617.00,      3.00
8942_2334,   8942.00,   2334.00,      3.00
8942_2335,   8942.00,   2335.00,      3.00
8942_2336,   8942.00,   2336.00,      3.00
8942_3250,   8942.00,   3250.00,      3.00
8942_3365,   8942.00,   3365.00,      3.00
8942_3366,   8942.00,   3366.00,      3.00
8942_3367,   8942.00,   3367.00,      3.00
8942_8406,   8942.00,   8406.00,      3.00
8942_8407,   8942.00,   8407.00,      3.00
8942_8408,   8942.00,   8408.00,      3.00
8943_606,   8943.00,    606.00,      3.00
8943_607,   8943.00,    607.00,      3.00
8943_608,   8943.00,    608.00,      3.00
8943_609,   8943.00,    609.00,      3.00
8943_610,   8943.00,    610.00,      3.00
8943_611,   8943.00,    611.00,      3.00
8943_612,   8943.00,    612.00,      3.00
8943_613,   8943.00,    613.00,      3.00
8943_614,   8943.00,    614.00,      3.00
8943_615,   8943.00,    615.00,      3.00
8943_616,   8943.00,    616.00,      3.00
8943_617,   8943.00,    617.00,      3.00
8943_2334,   8943.00,   2334.00,      3.00
8943_2335,   8943.00,   2335.00,      3.00
8943_2336,   8943.00,   2336.00,      3.00
8943_3250,   8943.00,   3250.00,      3.00
8943_3365,   8943.00,   3365.00,      3.00
8943_3366,   8943.00,   3366.00,      3.00
8943_3367,   8943.00,   3367.00,      3.00
8943_8406,   8943.00,   8406.00,      3.00
8943_8407,   8943.00,   8407.00,      3.00
8943_8408,   8943.00,   8408.00,      3.00
8944_606,   8944.00,    606.00,      3.00
8944_607,   8944.00,    607.00,      3.00
8944_608,   8944.00,    608.00,      3.00
8944_609,   8944.00,    609.00,      3.00
8944_610,   8944.00,    610.00,      3.00
8944_611,   8944.00,    611.00,      3.00
8944_612,   8944.00,    612.00,      3.00
8944_613,   8944.00,    613.00,      3.00
8944_614,   8944.00,    614.00,      3.00
8944_615,   8944.00,    615.00,      3.00
8944_616,   8944.00,    616.00,      3.00
8944_617,   8944.00,    617.00,      3.00
8944_2334,   8944.00,   2334.00,      3.00
8944_2335,   8944.00,   2335.00,      3.00
8944_2336,   8944.00,   2336.00,      3.00
8944_3250,   8944.00,   3250.00,      3.00
8944_3365,   8944.00,   3365.00,      3.00
8944_3366,   8944.00,   3366.00,      3.00
8944_3367,   8944.00,   3367.00,      3.00
8944_8406,   8944.00,   8406.00,      3.00
8944_8407,   8944.00,   8407.00,      3.00
8944_8408,   8944.00,   8408.00,      3.00
8945_606,   8945.00,    606.00,      3.00
8945_607,   8945.00,    607.00,      3.00
8945_608,   8945.00,    608.00,      3.00
8945_609,   8945.00,    609.00,      3.00
8945_610,   8945.00,    610.00,      3.00
8945_611,   8945.00,    611.00,      3.00
8945_612,   8945.00,    612.00,      3.00
8945_613,   8945.00,    613.00,      3.00
8945_614,   8945.00,    614.00,      3.00
8945_615,   8945.00,    615.00,      3.00
8945_616,   8945.00,    616.00,      3.00
8945_617,   8945.00,    617.00,      3.00
8945_3250,   8945.00,   3250.00,      3.00
8945_3365,   8945.00,   3365.00,      3.00
8945_3366,   8945.00,   3366.00,      3.00
8945_3367,   8945.00,   3367.00,      3.00
8945_8406,   8945.00,   8406.00,      3.00
8945_8407,   8945.00,   8407.00,      3.00
8945_8408,   8945.00,   8408.00,      3.00
8947_249,   8947.00,    249.00,      3.00
8947_271,   8947.00,    271.00,      3.00
8947_368,   8947.00,    368.00,      3.00
8947_606,   8947.00,    606.00,      3.00
8947_607,   8947.00,    607.00,      3.00
8947_608,   8947.00,    608.00,      3.00
8947_610,   8947.00,    610.00,      3.00
8947_2288,   8947.00,   2288.00,      3.00
8947_2289,   8947.00,   2289.00,      3.00
8947_2290,   8947.00,   2290.00,      3.00
8947_2291,   8947.00,   2291.00,      3.00
8947_2292,   8947.00,   2292.00,      3.00
8947_2293,   8947.00,   2293.00,      3.00
8947_2308,   8947.00,   2308.00,      3.00
8947_2309,   8947.00,   2309.00,      3.00
8947_2310,   8947.00,   2310.00,      3.00
8947_2311,   8947.00,   2311.00,      3.00
8947_2312,   8947.00,   2312.00,      3.00
8947_2313,   8947.00,   2313.00,      3.00
8947_2314,   8947.00,   2314.00,      3.00
8947_2315,   8947.00,   2315.00,      3.00
8947_2316,   8947.00,   2316.00,      3.00
8947_2317,   8947.00,   2317.00,      3.00
8947_2318,   8947.00,   2318.00,      3.00
8947_2319,   8947.00,   2319.00,      3.00
8947_2320,   8947.00,   2320.00,      3.00
8947_2321,   8947.00,   2321.00,      3.00
8947_2322,   8947.00,   2322.00,      3.00
8947_2323,   8947.00,   2323.00,      3.00
8947_2324,   8947.00,   2324.00,      3.00
8947_2325,   8947.00,   2325.00,      3.00
8947_2326,   8947.00,   2326.00,      3.00
8947_2327,   8947.00,   2327.00,      3.00
8947_2328,   8947.00,   2328.00,      3.00
8947_2330,   8947.00,   2330.00,      3.00
8947_2331,   8947.00,   2331.00,      3.00
8947_2333,   8947.00,   2333.00,      3.00
8947_2334,   8947.00,   2334.00,      3.00
8947_2335,   8947.00,   2335.00,      3.00
8947_2336,   8947.00,   2336.00,      3.00
8947_3370,   8947.00,   3370.00,      3.00
8947_3371,   8947.00,   3371.00,      3.00
8947_3372,   8947.00,   3372.00,      3.00
8948_249,   8948.00,    249.00,      3.00
8948_271,   8948.00,    271.00,      3.00
8948_368,   8948.00,    368.00,      3.00
8948_606,   8948.00,    606.00,      3.00
8948_607,   8948.00,    607.00,      3.00
8948_608,   8948.00,    608.00,      3.00
8948_610,   8948.00,    610.00,      3.00
8948_2288,   8948.00,   2288.00,      3.00
8948_2289,   8948.00,   2289.00,      3.00
8948_2290,   8948.00,   2290.00,      3.00
8948_2291,   8948.00,   2291.00,      3.00
8948_2292,   8948.00,   2292.00,      3.00
8948_2293,   8948.00,   2293.00,      3.00
8948_2308,   8948.00,   2308.00,      3.00
8948_2309,   8948.00,   2309.00,      3.00
8948_2310,   8948.00,   2310.00,      3.00
8948_2311,   8948.00,   2311.00,      3.00
8948_2312,   8948.00,   2312.00,      3.00
8948_2313,   8948.00,   2313.00,      3.00
8948_2314,   8948.00,   2314.00,      3.00
8948_2315,   8948.00,   2315.00,      3.00
8948_2316,   8948.00,   2316.00,      3.00
8948_2317,   8948.00,   2317.00,      3.00
8948_2318,   8948.00,   2318.00,      3.00
8948_2319,   8948.00,   2319.00,      3.00
8948_2320,   8948.00,   2320.00,      3.00
8948_2321,   8948.00,   2321.00,      3.00
8948_2322,   8948.00,   2322.00,      3.00
8948_2323,   8948.00,   2323.00,      3.00
8948_2324,   8948.00,   2324.00,      3.00
8948_2325,   8948.00,   2325.00,      3.00
8948_2326,   8948.00,   2326.00,      3.00
8948_2327,   8948.00,   2327.00,      3.00
8948_2328,   8948.00,   2328.00,      3.00
8948_2330,   8948.00,   2330.00,      3.00
8948_2331,   8948.00,   2331.00,      3.00
8948_2333,   8948.00,   2333.00,      3.00
8948_2334,   8948.00,   2334.00,      3.00
8948_2335,   8948.00,   2335.00,      3.00
8948_2336,   8948.00,   2336.00,      3.00
8948_3370,   8948.00,   3370.00,      3.00
8948_3371,   8948.00,   3371.00,      3.00
8948_3372,   8948.00,   3372.00,      3.00
8949_249,   8949.00,    249.00,      3.00
8949_271,   8949.00,    271.00,      3.00
8949_368,   8949.00,    368.00,      3.00
8949_606,   8949.00,    606.00,      3.00
8949_607,   8949.00,    607.00,      3.00
8949_608,   8949.00,    608.00,      3.00
8949_609,   8949.00,    609.00,      3.00
8949_610,   8949.00,    610.00,      3.00
8949_1628,   8949.00,   1628.00,      3.00
8949_1629,   8949.00,   1629.00,      3.00
8949_1630,   8949.00,   1630.00,      3.00
8949_1631,   8949.00,   1631.00,      3.00
8949_1632,   8949.00,   1632.00,      3.00
8949_1633,   8949.00,   1633.00,      3.00
8949_1634,   8949.00,   1634.00,      3.00
8949_1635,   8949.00,   1635.00,      3.00
8949_1636,   8949.00,   1636.00,      3.00
8949_1637,   8949.00,   1637.00,      3.00
8949_1638,   8949.00,   1638.00,      3.00
8949_1639,   8949.00,   1639.00,      3.00
8949_1640,   8949.00,   1640.00,      3.00
8949_1641,   8949.00,   1641.00,      3.00
8949_1642,   8949.00,   1642.00,      3.00
8949_1643,   8949.00,   1643.00,      3.00
8949_1644,   8949.00,   1644.00,      3.00
8949_1645,   8949.00,   1645.00,      3.00
8949_1646,   8949.00,   1646.00,      3.00
8949_1647,   8949.00,   1647.00,      3.00
8949_1648,   8949.00,   1648.00,      3.00
8949_1649,   8949.00,   1649.00,      3.00
8949_1650,   8949.00,   1650.00,      3.00
8949_1651,   8949.00,   1651.00,      3.00
8949_1652,   8949.00,   1652.00,      3.00
8949_1653,   8949.00,   1653.00,      3.00
8949_1654,   8949.00,   1654.00,      3.00
8949_1655,   8949.00,   1655.00,      3.00
8949_1656,   8949.00,   1656.00,      3.00
8949_1657,   8949.00,   1657.00,      3.00
8949_1658,   8949.00,   1658.00,      3.00
8949_1659,   8949.00,   1659.00,      3.00
8949_1660,   8949.00,   1660.00,      3.00
8949_1661,   8949.00,   1661.00,      3.00
8949_1662,   8949.00,   1662.00,      3.00
8949_1689,   8949.00,   1689.00,      3.00
8949_1690,   8949.00,   1690.00,      3.00
8949_1691,   8949.00,   1691.00,      3.00
8949_1692,   8949.00,   1692.00,      3.00
8949_1693,   8949.00,   1693.00,      3.00
8949_1694,   8949.00,   1694.00,      3.00
8949_1695,   8949.00,   1695.00,      3.00
8949_1696,   8949.00,   1696.00,      3.00
8949_1697,   8949.00,   1697.00,      3.00
8949_1698,   8949.00,   1698.00,      3.00
8949_1699,   8949.00,   1699.00,      3.00
8949_1700,   8949.00,   1700.00,      3.00
8949_1701,   8949.00,   1701.00,      3.00
8949_1704,   8949.00,   1704.00,      3.00
8949_1705,   8949.00,   1705.00,      3.00
8949_2288,   8949.00,   2288.00,      3.00
8949_2289,   8949.00,   2289.00,      3.00
8949_2290,   8949.00,   2290.00,      3.00
8949_2291,   8949.00,   2291.00,      3.00
8949_2292,   8949.00,   2292.00,      3.00
8949_2293,   8949.00,   2293.00,      3.00
8949_2308,   8949.00,   2308.00,      3.00
8949_2309,   8949.00,   2309.00,      3.00
8949_2310,   8949.00,   2310.00,      3.00
8949_2311,   8949.00,   2311.00,      3.00
8949_2312,   8949.00,   2312.00,      3.00
8949_2313,   8949.00,   2313.00,      3.00
8949_2314,   8949.00,   2314.00,      3.00
8949_2315,   8949.00,   2315.00,      3.00
8949_2316,   8949.00,   2316.00,      3.00
8949_2317,   8949.00,   2317.00,      3.00
8949_2318,   8949.00,   2318.00,      3.00
8949_2319,   8949.00,   2319.00,      3.00
8949_2320,   8949.00,   2320.00,      3.00
8949_2321,   8949.00,   2321.00,      3.00
8949_2322,   8949.00,   2322.00,      3.00
8949_2323,   8949.00,   2323.00,      3.00
8949_2324,   8949.00,   2324.00,      3.00
8949_2325,   8949.00,   2325.00,      3.00
8949_2326,   8949.00,   2326.00,      3.00
8949_2327,   8949.00,   2327.00,      3.00
8949_2328,   8949.00,   2328.00,      3.00
8949_2330,   8949.00,   2330.00,      3.00
8949_2331,   8949.00,   2331.00,      3.00
8949_2333,   8949.00,   2333.00,      3.00
8949_2334,   8949.00,   2334.00,      3.00
8949_2335,   8949.00,   2335.00,      3.00
8949_2336,   8949.00,   2336.00,      3.00
8950_606,   8950.00,    606.00,      3.00
8950_607,   8950.00,    607.00,      3.00
8950_608,   8950.00,    608.00,      3.00
8950_609,   8950.00,    609.00,      3.00
8950_610,   8950.00,    610.00,      3.00
8950_611,   8950.00,    611.00,      3.00
8950_612,   8950.00,    612.00,      3.00
8950_613,   8950.00,    613.00,      3.00
8950_614,   8950.00,    614.00,      3.00
8950_615,   8950.00,    615.00,      3.00
8950_616,   8950.00,    616.00,      3.00
8950_617,   8950.00,    617.00,      3.00
8950_1628,   8950.00,   1628.00,      3.00
8950_1629,   8950.00,   1629.00,      3.00
8950_1630,   8950.00,   1630.00,      3.00
8950_1631,   8950.00,   1631.00,      3.00
8950_1632,   8950.00,   1632.00,      3.00
8950_1633,   8950.00,   1633.00,      3.00
8950_1634,   8950.00,   1634.00,      3.00
8950_1635,   8950.00,   1635.00,      3.00
8950_1636,   8950.00,   1636.00,      3.00
8950_1637,   8950.00,   1637.00,      3.00
8950_1638,   8950.00,   1638.00,      3.00
8950_1639,   8950.00,   1639.00,      3.00
8950_1640,   8950.00,   1640.00,      3.00
8950_1641,   8950.00,   1641.00,      3.00
8950_1642,   8950.00,   1642.00,      3.00
8950_1643,   8950.00,   1643.00,      3.00
8950_1644,   8950.00,   1644.00,      3.00
8950_1645,   8950.00,   1645.00,      3.00
8950_1646,   8950.00,   1646.00,      3.00
8950_1647,   8950.00,   1647.00,      3.00
8950_1648,   8950.00,   1648.00,      3.00
8950_1649,   8950.00,   1649.00,      3.00
8950_1650,   8950.00,   1650.00,      3.00
8950_1651,   8950.00,   1651.00,      3.00
8950_1652,   8950.00,   1652.00,      3.00
8950_1653,   8950.00,   1653.00,      3.00
8950_1654,   8950.00,   1654.00,      3.00
8950_1655,   8950.00,   1655.00,      3.00
8950_1656,   8950.00,   1656.00,      3.00
8950_1657,   8950.00,   1657.00,      3.00
8950_1658,   8950.00,   1658.00,      3.00
8950_1659,   8950.00,   1659.00,      3.00
8950_1660,   8950.00,   1660.00,      3.00
8950_1661,   8950.00,   1661.00,      3.00
8950_1662,   8950.00,   1662.00,      3.00
8950_1689,   8950.00,   1689.00,      3.00
8950_1690,   8950.00,   1690.00,      3.00
8950_1691,   8950.00,   1691.00,      3.00
8950_1692,   8950.00,   1692.00,      3.00
8950_1693,   8950.00,   1693.00,      3.00
8950_1694,   8950.00,   1694.00,      3.00
8950_1695,   8950.00,   1695.00,      3.00
8950_1696,   8950.00,   1696.00,      3.00
8950_1697,   8950.00,   1697.00,      3.00
8950_1698,   8950.00,   1698.00,      3.00
8950_1699,   8950.00,   1699.00,      3.00
8950_1700,   8950.00,   1700.00,      3.00
8950_1701,   8950.00,   1701.00,      3.00
8950_1704,   8950.00,   1704.00,      3.00
8950_1705,   8950.00,   1705.00,      3.00
8950_2328,   8950.00,   2328.00,      3.00
8950_2330,   8950.00,   2330.00,      3.00
8950_2331,   8950.00,   2331.00,      3.00
8950_2333,   8950.00,   2333.00,      3.00
8950_2334,   8950.00,   2334.00,      3.00
8950_2335,   8950.00,   2335.00,      3.00
8950_2336,   8950.00,   2336.00,      3.00
8950_8406,   8950.00,   8406.00,      3.00
8951_368,   8951.00,    368.00,      3.00
8952_249,   8952.00,    249.00,      3.00
8952_271,   8952.00,    271.00,      3.00
8952_368,   8952.00,    368.00,      3.00
8952_2288,   8952.00,   2288.00,      3.00
8952_2289,   8952.00,   2289.00,      3.00
8952_2290,   8952.00,   2290.00,      3.00
8952_2291,   8952.00,   2291.00,      3.00
8952_2292,   8952.00,   2292.00,      3.00
8952_2293,   8952.00,   2293.00,      3.00
8952_2308,   8952.00,   2308.00,      3.00
8952_2309,   8952.00,   2309.00,      3.00
8952_2310,   8952.00,   2310.00,      3.00
8952_2311,   8952.00,   2311.00,      3.00
8952_2312,   8952.00,   2312.00,      3.00
8952_2313,   8952.00,   2313.00,      3.00
8952_2314,   8952.00,   2314.00,      3.00
8952_2315,   8952.00,   2315.00,      3.00
8952_2316,   8952.00,   2316.00,      3.00
8952_2317,   8952.00,   2317.00,      3.00
8952_2318,   8952.00,   2318.00,      3.00
8952_2319,   8952.00,   2319.00,      3.00
8952_2320,   8952.00,   2320.00,      3.00
8952_2321,   8952.00,   2321.00,      3.00
8952_2322,   8952.00,   2322.00,      3.00
8952_2323,   8952.00,   2323.00,      3.00
8952_2324,   8952.00,   2324.00,      3.00
8952_2325,   8952.00,   2325.00,      3.00
8952_2326,   8952.00,   2326.00,      3.00
8952_2327,   8952.00,   2327.00,      3.00
8952_2328,   8952.00,   2328.00,      3.00
8952_2330,   8952.00,   2330.00,      3.00
8952_2331,   8952.00,   2331.00,      3.00
8952_2333,   8952.00,   2333.00,      3.00
8952_2334,   8952.00,   2334.00,      3.00
8952_2335,   8952.00,   2335.00,      3.00
8952_2336,   8952.00,   2336.00,      3.00
8953_606,   8953.00,    606.00,      3.00
8953_607,   8953.00,    607.00,      3.00
8953_608,   8953.00,    608.00,      3.00
8953_609,   8953.00,    609.00,      3.00
8953_610,   8953.00,    610.00,      3.00
8953_611,   8953.00,    611.00,      3.00
8953_612,   8953.00,    612.00,      3.00
8953_613,   8953.00,    613.00,      3.00
8953_614,   8953.00,    614.00,      3.00
8953_615,   8953.00,    615.00,      3.00
8953_616,   8953.00,    616.00,      3.00
8953_617,   8953.00,    617.00,      3.00
8953_2334,   8953.00,   2334.00,      3.00
8953_2335,   8953.00,   2335.00,      3.00
8953_2336,   8953.00,   2336.00,      3.00
8953_3250,   8953.00,   3250.00,      3.00
8953_3365,   8953.00,   3365.00,      3.00
8953_3366,   8953.00,   3366.00,      3.00
8953_3367,   8953.00,   3367.00,      3.00
8953_8406,   8953.00,   8406.00,      3.00
8953_8407,   8953.00,   8407.00,      3.00
8953_8408,   8953.00,   8408.00,      3.00
8954_606,   8954.00,    606.00,      3.00
8954_607,   8954.00,    607.00,      3.00
8954_608,   8954.00,    608.00,      3.00
8954_609,   8954.00,    609.00,      3.00
8954_610,   8954.00,    610.00,      3.00
8954_611,   8954.00,    611.00,      3.00
8954_612,   8954.00,    612.00,      3.00
8954_613,   8954.00,    613.00,      3.00
8954_614,   8954.00,    614.00,      3.00
8954_615,   8954.00,    615.00,      3.00
8954_616,   8954.00,    616.00,      3.00
8954_617,   8954.00,    617.00,      3.00
8954_629,   8954.00,    629.00,      3.00
8954_630,   8954.00,    630.00,      3.00
8954_631,   8954.00,    631.00,      3.00
8954_632,   8954.00,    632.00,      3.00
8954_633,   8954.00,    633.00,      3.00
8954_634,   8954.00,    634.00,      3.00
8954_635,   8954.00,    635.00,      3.00
8954_636,   8954.00,    636.00,      3.00
8954_637,   8954.00,    637.00,      3.00
8954_638,   8954.00,    638.00,      3.00
8954_639,   8954.00,    639.00,      3.00
8954_640,   8954.00,    640.00,      3.00
8954_641,   8954.00,    641.00,      3.00
8954_642,   8954.00,    642.00,      3.00
8954_643,   8954.00,    643.00,      3.00
8954_644,   8954.00,    644.00,      3.00
8954_645,   8954.00,    645.00,      3.00
8954_646,   8954.00,    646.00,      3.00
8954_647,   8954.00,    647.00,      3.00
8954_648,   8954.00,    648.00,      3.00
8954_649,   8954.00,    649.00,      3.00
8954_650,   8954.00,    650.00,      3.00
8954_651,   8954.00,    651.00,      3.00
8954_652,   8954.00,    652.00,      3.00
8954_654,   8954.00,    654.00,      3.00
8954_655,   8954.00,    655.00,      3.00
8954_656,   8954.00,    656.00,      3.00
8954_657,   8954.00,    657.00,      3.00
8954_658,   8954.00,    658.00,      3.00
8954_659,   8954.00,    659.00,      3.00
8954_660,   8954.00,    660.00,      3.00
8954_661,   8954.00,    661.00,      3.00
8954_662,   8954.00,    662.00,      3.00
8954_663,   8954.00,    663.00,      3.00
8954_664,   8954.00,    664.00,      3.00
8954_665,   8954.00,    665.00,      3.00
8954_666,   8954.00,    666.00,      3.00
8954_667,   8954.00,    667.00,      3.00
8954_668,   8954.00,    668.00,      3.00
8954_669,   8954.00,    669.00,      3.00
8954_670,   8954.00,    670.00,      3.00
8954_671,   8954.00,    671.00,      3.00
8954_672,   8954.00,    672.00,      3.00
8954_673,   8954.00,    673.00,      3.00
8954_674,   8954.00,    674.00,      3.00
8954_675,   8954.00,    675.00,      3.00
8954_676,   8954.00,    676.00,      3.00
8954_677,   8954.00,    677.00,      3.00
8954_678,   8954.00,    678.00,      3.00
8954_679,   8954.00,    679.00,      3.00
8954_680,   8954.00,    680.00,      3.00
8954_681,   8954.00,    681.00,      3.00
8954_682,   8954.00,    682.00,      3.00
8954_683,   8954.00,    683.00,      3.00
8954_684,   8954.00,    684.00,      3.00
8954_685,   8954.00,    685.00,      3.00
8954_686,   8954.00,    686.00,      3.00
8954_687,   8954.00,    687.00,      3.00
8954_688,   8954.00,    688.00,      3.00
8954_689,   8954.00,    689.00,      3.00
8954_690,   8954.00,    690.00,      3.00
8954_691,   8954.00,    691.00,      3.00
8954_692,   8954.00,    692.00,      3.00
8954_693,   8954.00,    693.00,      3.00
8954_694,   8954.00,    694.00,      3.00
8954_695,   8954.00,    695.00,      3.00
8954_696,   8954.00,    696.00,      3.00
8954_697,   8954.00,    697.00,      3.00
8954_698,   8954.00,    698.00,      3.00
8954_699,   8954.00,    699.00,      3.00
8954_700,   8954.00,    700.00,      3.00
8954_701,   8954.00,    701.00,      3.00
8954_702,   8954.00,    702.00,      3.00
8954_703,   8954.00,    703.00,      3.00
8954_704,   8954.00,    704.00,      3.00
8954_705,   8954.00,    705.00,      3.00
8954_706,   8954.00,    706.00,      3.00
8954_707,   8954.00,    707.00,      3.00
8954_708,   8954.00,    708.00,      3.00
8954_709,   8954.00,    709.00,      3.00
8954_710,   8954.00,    710.00,      3.00
8954_711,   8954.00,    711.00,      3.00
8954_712,   8954.00,    712.00,      3.00
8954_713,   8954.00,    713.00,      3.00
8954_714,   8954.00,    714.00,      3.00
8954_715,   8954.00,    715.00,      3.00
8954_716,   8954.00,    716.00,      3.00
8954_717,   8954.00,    717.00,      3.00
8954_718,   8954.00,    718.00,      3.00
8954_719,   8954.00,    719.00,      3.00
8954_720,   8954.00,    720.00,      3.00
8954_721,   8954.00,    721.00,      3.00
8954_722,   8954.00,    722.00,      3.00
8954_723,   8954.00,    723.00,      3.00
8954_724,   8954.00,    724.00,      3.00
8954_725,   8954.00,    725.00,      3.00
8954_726,   8954.00,    726.00,      3.00
8954_727,   8954.00,    727.00,      3.00
8954_728,   8954.00,    728.00,      3.00
8954_2139,   8954.00,   2139.00,      3.00
8954_2140,   8954.00,   2140.00,      3.00
8954_2141,   8954.00,   2141.00,      3.00
8954_2154,   8954.00,   2154.00,      3.00
8954_2155,   8954.00,   2155.00,      3.00
8954_2156,   8954.00,   2156.00,      3.00
8954_2177,   8954.00,   2177.00,      3.00
8954_2179,   8954.00,   2179.00,      3.00
8954_2181,   8954.00,   2181.00,      3.00
8954_2189,   8954.00,   2189.00,      3.00
8954_2190,   8954.00,   2190.00,      3.00
8954_2191,   8954.00,   2191.00,      3.00
8954_2192,   8954.00,   2192.00,      3.00
8954_2193,   8954.00,   2193.00,      3.00
8954_2337,   8954.00,   2337.00,      3.00
8954_2351,   8954.00,   2351.00,      3.00
8954_2355,   8954.00,   2355.00,      3.00
8954_2356,   8954.00,   2356.00,      3.00
8954_3250,   8954.00,   3250.00,      3.00
8954_3251,   8954.00,   3251.00,      3.00
8954_3252,   8954.00,   3252.00,      3.00
8954_3253,   8954.00,   3253.00,      3.00
8954_3254,   8954.00,   3254.00,      3.00
8954_3255,   8954.00,   3255.00,      3.00
8954_3256,   8954.00,   3256.00,      3.00
8954_3257,   8954.00,   3257.00,      3.00
8954_3258,   8954.00,   3258.00,      3.00
8954_3259,   8954.00,   3259.00,      3.00
8954_3260,   8954.00,   3260.00,      3.00
8954_3261,   8954.00,   3261.00,      3.00
8954_3262,   8954.00,   3262.00,      3.00
8954_3263,   8954.00,   3263.00,      3.00
8954_3264,   8954.00,   3264.00,      3.00
8954_3265,   8954.00,   3265.00,      3.00
8954_3266,   8954.00,   3266.00,      3.00
8954_3267,   8954.00,   3267.00,      3.00
8954_3268,   8954.00,   3268.00,      3.00
8954_3269,   8954.00,   3269.00,      3.00
8954_3270,   8954.00,   3270.00,      3.00
8954_3271,   8954.00,   3271.00,      3.00
8954_3272,   8954.00,   3272.00,      3.00
8954_3273,   8954.00,   3273.00,      3.00
8954_3274,   8954.00,   3274.00,      3.00
8954_3275,   8954.00,   3275.00,      3.00
8954_3276,   8954.00,   3276.00,      3.00
8954_3277,   8954.00,   3277.00,      3.00
8954_3278,   8954.00,   3278.00,      3.00
8954_3279,   8954.00,   3279.00,      3.00
8954_3280,   8954.00,   3280.00,      3.00
8954_3281,   8954.00,   3281.00,      3.00
8954_3282,   8954.00,   3282.00,      3.00
8954_3283,   8954.00,   3283.00,      3.00
8954_3284,   8954.00,   3284.00,      3.00
8954_3285,   8954.00,   3285.00,      3.00
8954_3286,   8954.00,   3286.00,      3.00
8954_3287,   8954.00,   3287.00,      3.00
8954_3288,   8954.00,   3288.00,      3.00
8954_3289,   8954.00,   3289.00,      3.00
8954_3290,   8954.00,   3290.00,      3.00
8954_3291,   8954.00,   3291.00,      3.00
8954_3292,   8954.00,   3292.00,      3.00
8954_3293,   8954.00,   3293.00,      3.00
8954_3294,   8954.00,   3294.00,      3.00
8954_3295,   8954.00,   3295.00,      3.00
8954_3296,   8954.00,   3296.00,      3.00
8954_3297,   8954.00,   3297.00,      3.00
8954_3298,   8954.00,   3298.00,      3.00
8954_3299,   8954.00,   3299.00,      3.00
8954_3300,   8954.00,   3300.00,      3.00
8954_3301,   8954.00,   3301.00,      3.00
8954_3302,   8954.00,   3302.00,      3.00
8954_3303,   8954.00,   3303.00,      3.00
8954_3304,   8954.00,   3304.00,      3.00
8954_3305,   8954.00,   3305.00,      3.00
8954_3306,   8954.00,   3306.00,      3.00
8954_3307,   8954.00,   3307.00,      3.00
8954_3308,   8954.00,   3308.00,      3.00
8954_3309,   8954.00,   3309.00,      3.00
8954_3310,   8954.00,   3310.00,      3.00
8954_3311,   8954.00,   3311.00,      3.00
8954_3312,   8954.00,   3312.00,      3.00
8954_3313,   8954.00,   3313.00,      3.00
8954_3314,   8954.00,   3314.00,      3.00
8954_3315,   8954.00,   3315.00,      3.00
8954_3316,   8954.00,   3316.00,      3.00
8954_3317,   8954.00,   3317.00,      3.00
8954_3318,   8954.00,   3318.00,      3.00
8954_3319,   8954.00,   3319.00,      3.00
8954_3320,   8954.00,   3320.00,      3.00
8954_3321,   8954.00,   3321.00,      3.00
8954_3322,   8954.00,   3322.00,      3.00
8954_3323,   8954.00,   3323.00,      3.00
8954_3324,   8954.00,   3324.00,      3.00
8954_3325,   8954.00,   3325.00,      3.00
8954_3326,   8954.00,   3326.00,      3.00
8954_3327,   8954.00,   3327.00,      3.00
8954_3328,   8954.00,   3328.00,      3.00
8954_3329,   8954.00,   3329.00,      3.00
8954_3330,   8954.00,   3330.00,      3.00
8954_3331,   8954.00,   3331.00,      3.00
8954_3332,   8954.00,   3332.00,      3.00
8954_3333,   8954.00,   3333.00,      3.00
8954_3334,   8954.00,   3334.00,      3.00
8954_3335,   8954.00,   3335.00,      3.00
8954_3336,   8954.00,   3336.00,      3.00
