ODPair,I,J,NumExt
614_8941,    614.00,   8941.00,      3.00
614_8942,    614.00,   8942.00,      3.00
614_8943,    614.00,   8943.00,      3.00
614_8944,    614.00,   8944.00,      3.00
614_8945,    614.00,   8945.00,      3.00
614_8950,    614.00,   8950.00,      3.00
614_8953,    614.00,   8953.00,      3.00
614_8954,    614.00,   8954.00,      3.00
614_8955,    614.00,   8955.00,      3.00
614_8956,    614.00,   8956.00,      3.00
614_8957,    614.00,   8957.00,      3.00
614_8960,    614.00,   8960.00,      3.00
614_8961,    614.00,   8961.00,      3.00
614_8964,    614.00,   8964.00,      3.00
614_8966,    614.00,   8966.00,      3.00
614_8967,    614.00,   8967.00,      3.00
615_8920,    615.00,   8920.00,      3.00
615_8921,    615.00,   8921.00,      3.00
615_8922,    615.00,   8922.00,      3.00
615_8923,    615.00,   8923.00,      3.00
615_8924,    615.00,   8924.00,      3.00
615_8925,    615.00,   8925.00,      3.00
615_8926,    615.00,   8926.00,      3.00
615_8937,    615.00,   8937.00,      3.00
615_8938,    615.00,   8938.00,      3.00
615_8939,    615.00,   8939.00,      3.00
615_8940,    615.00,   8940.00,      3.00
615_8941,    615.00,   8941.00,      3.00
615_8942,    615.00,   8942.00,      3.00
615_8943,    615.00,   8943.00,      3.00
615_8944,    615.00,   8944.00,      3.00
615_8945,    615.00,   8945.00,      3.00
615_8950,    615.00,   8950.00,      3.00
615_8953,    615.00,   8953.00,      3.00
615_8954,    615.00,   8954.00,      3.00
615_8955,    615.00,   8955.00,      3.00
615_8956,    615.00,   8956.00,      3.00
615_8957,    615.00,   8957.00,      3.00
615_8960,    615.00,   8960.00,      3.00
615_8961,    615.00,   8961.00,      3.00
615_8964,    615.00,   8964.00,      3.00
615_8966,    615.00,   8966.00,      3.00
615_8967,    615.00,   8967.00,      3.00
616_8920,    616.00,   8920.00,      3.00
616_8921,    616.00,   8921.00,      3.00
616_8922,    616.00,   8922.00,      3.00
616_8923,    616.00,   8923.00,      3.00
616_8924,    616.00,   8924.00,      3.00
616_8925,    616.00,   8925.00,      3.00
616_8926,    616.00,   8926.00,      3.00
616_8937,    616.00,   8937.00,      3.00
616_8938,    616.00,   8938.00,      3.00
616_8939,    616.00,   8939.00,      3.00
616_8940,    616.00,   8940.00,      3.00
616_8941,    616.00,   8941.00,      3.00
616_8942,    616.00,   8942.00,      3.00
616_8943,    616.00,   8943.00,      3.00
616_8944,    616.00,   8944.00,      3.00
616_8945,    616.00,   8945.00,      3.00
616_8950,    616.00,   8950.00,      3.00
616_8953,    616.00,   8953.00,      3.00
616_8954,    616.00,   8954.00,      3.00
616_8955,    616.00,   8955.00,      3.00
616_8956,    616.00,   8956.00,      3.00
616_8957,    616.00,   8957.00,      3.00
616_8960,    616.00,   8960.00,      3.00
616_8961,    616.00,   8961.00,      3.00
616_8964,    616.00,   8964.00,      3.00
616_8966,    616.00,   8966.00,      3.00
616_8967,    616.00,   8967.00,      3.00
617_8920,    617.00,   8920.00,      3.00
617_8921,    617.00,   8921.00,      3.00
617_8922,    617.00,   8922.00,      3.00
617_8923,    617.00,   8923.00,      3.00
617_8924,    617.00,   8924.00,      3.00
617_8925,    617.00,   8925.00,      3.00
617_8926,    617.00,   8926.00,      3.00
617_8937,    617.00,   8937.00,      3.00
617_8938,    617.00,   8938.00,      3.00
617_8939,    617.00,   8939.00,      3.00
617_8940,    617.00,   8940.00,      3.00
617_8941,    617.00,   8941.00,      3.00
617_8942,    617.00,   8942.00,      3.00
617_8943,    617.00,   8943.00,      3.00
617_8944,    617.00,   8944.00,      3.00
617_8945,    617.00,   8945.00,      3.00
617_8950,    617.00,   8950.00,      3.00
617_8953,    617.00,   8953.00,      3.00
617_8954,    617.00,   8954.00,      3.00
617_8955,    617.00,   8955.00,      3.00
617_8956,    617.00,   8956.00,      3.00
617_8957,    617.00,   8957.00,      3.00
617_8960,    617.00,   8960.00,      3.00
617_8961,    617.00,   8961.00,      3.00
617_8964,    617.00,   8964.00,      3.00
617_8966,    617.00,   8966.00,      3.00
617_8967,    617.00,   8967.00,      3.00
629_8954,    629.00,   8954.00,      3.00
629_8964,    629.00,   8964.00,      3.00
630_8954,    630.00,   8954.00,      3.00
630_8964,    630.00,   8964.00,      3.00
631_8954,    631.00,   8954.00,      3.00
631_8964,    631.00,   8964.00,      3.00
632_8954,    632.00,   8954.00,      3.00
632_8964,    632.00,   8964.00,      3.00
633_8954,    633.00,   8954.00,      3.00
633_8964,    633.00,   8964.00,      3.00
634_8954,    634.00,   8954.00,      3.00
634_8964,    634.00,   8964.00,      3.00
635_8954,    635.00,   8954.00,      3.00
635_8964,    635.00,   8964.00,      3.00
636_8954,    636.00,   8954.00,      3.00
636_8964,    636.00,   8964.00,      3.00
637_8954,    637.00,   8954.00,      3.00
637_8964,    637.00,   8964.00,      3.00
638_8954,    638.00,   8954.00,      3.00
638_8964,    638.00,   8964.00,      3.00
639_8954,    639.00,   8954.00,      3.00
639_8964,    639.00,   8964.00,      3.00
640_8954,    640.00,   8954.00,      3.00
640_8964,    640.00,   8964.00,      3.00
641_8954,    641.00,   8954.00,      3.00
641_8964,    641.00,   8964.00,      3.00
642_8954,    642.00,   8954.00,      3.00
642_8964,    642.00,   8964.00,      3.00
643_8954,    643.00,   8954.00,      3.00
643_8964,    643.00,   8964.00,      3.00
644_8954,    644.00,   8954.00,      3.00
644_8964,    644.00,   8964.00,      3.00
645_8954,    645.00,   8954.00,      3.00
645_8964,    645.00,   8964.00,      3.00
646_8954,    646.00,   8954.00,      3.00
646_8964,    646.00,   8964.00,      3.00
647_8954,    647.00,   8954.00,      3.00
647_8964,    647.00,   8964.00,      3.00
648_8954,    648.00,   8954.00,      3.00
648_8964,    648.00,   8964.00,      3.00
649_8954,    649.00,   8954.00,      3.00
649_8964,    649.00,   8964.00,      3.00
650_8954,    650.00,   8954.00,      3.00
650_8964,    650.00,   8964.00,      3.00
651_8954,    651.00,   8954.00,      3.00
651_8964,    651.00,   8964.00,      3.00
652_8954,    652.00,   8954.00,      3.00
652_8964,    652.00,   8964.00,      3.00
653_8964,    653.00,   8964.00,      3.00
654_8954,    654.00,   8954.00,      3.00
654_8964,    654.00,   8964.00,      3.00
655_8954,    655.00,   8954.00,      3.00
655_8964,    655.00,   8964.00,      3.00
656_8954,    656.00,   8954.00,      3.00
656_8964,    656.00,   8964.00,      3.00
657_8954,    657.00,   8954.00,      3.00
657_8964,    657.00,   8964.00,      3.00
658_8954,    658.00,   8954.00,      3.00
658_8964,    658.00,   8964.00,      3.00
659_8954,    659.00,   8954.00,      3.00
659_8964,    659.00,   8964.00,      3.00
660_8954,    660.00,   8954.00,      3.00
660_8964,    660.00,   8964.00,      3.00
661_8954,    661.00,   8954.00,      3.00
661_8964,    661.00,   8964.00,      3.00
662_8954,    662.00,   8954.00,      3.00
662_8964,    662.00,   8964.00,      3.00
663_8954,    663.00,   8954.00,      3.00
663_8964,    663.00,   8964.00,      3.00
664_8954,    664.00,   8954.00,      3.00
664_8964,    664.00,   8964.00,      3.00
665_8954,    665.00,   8954.00,      3.00
665_8964,    665.00,   8964.00,      3.00
666_8954,    666.00,   8954.00,      3.00
666_8964,    666.00,   8964.00,      3.00
667_8954,    667.00,   8954.00,      3.00
667_8964,    667.00,   8964.00,      3.00
668_8954,    668.00,   8954.00,      3.00
668_8964,    668.00,   8964.00,      3.00
669_8954,    669.00,   8954.00,      3.00
669_8964,    669.00,   8964.00,      3.00
670_8954,    670.00,   8954.00,      3.00
670_8964,    670.00,   8964.00,      3.00
671_8954,    671.00,   8954.00,      3.00
671_8964,    671.00,   8964.00,      3.00
672_8954,    672.00,   8954.00,      3.00
672_8964,    672.00,   8964.00,      3.00
673_8954,    673.00,   8954.00,      3.00
673_8964,    673.00,   8964.00,      3.00
674_8954,    674.00,   8954.00,      3.00
674_8964,    674.00,   8964.00,      3.00
675_8954,    675.00,   8954.00,      3.00
675_8964,    675.00,   8964.00,      3.00
676_8954,    676.00,   8954.00,      3.00
676_8964,    676.00,   8964.00,      3.00
677_8954,    677.00,   8954.00,      3.00
677_8964,    677.00,   8964.00,      3.00
678_8954,    678.00,   8954.00,      3.00
678_8964,    678.00,   8964.00,      3.00
679_8954,    679.00,   8954.00,      3.00
679_8964,    679.00,   8964.00,      3.00
680_8954,    680.00,   8954.00,      3.00
680_8964,    680.00,   8964.00,      3.00
681_8954,    681.00,   8954.00,      3.00
681_8964,    681.00,   8964.00,      3.00
682_8954,    682.00,   8954.00,      3.00
682_8964,    682.00,   8964.00,      3.00
683_8954,    683.00,   8954.00,      3.00
683_8964,    683.00,   8964.00,      3.00
684_8954,    684.00,   8954.00,      3.00
684_8964,    684.00,   8964.00,      3.00
685_8954,    685.00,   8954.00,      3.00
685_8964,    685.00,   8964.00,      3.00
686_8954,    686.00,   8954.00,      3.00
686_8964,    686.00,   8964.00,      3.00
687_8954,    687.00,   8954.00,      3.00
687_8964,    687.00,   8964.00,      3.00
688_8954,    688.00,   8954.00,      3.00
688_8964,    688.00,   8964.00,      3.00
689_8954,    689.00,   8954.00,      3.00
689_8964,    689.00,   8964.00,      3.00
690_8954,    690.00,   8954.00,      3.00
690_8964,    690.00,   8964.00,      3.00
691_8954,    691.00,   8954.00,      3.00
691_8964,    691.00,   8964.00,      3.00
692_8954,    692.00,   8954.00,      3.00
692_8964,    692.00,   8964.00,      3.00
693_8954,    693.00,   8954.00,      3.00
693_8964,    693.00,   8964.00,      3.00
694_8954,    694.00,   8954.00,      3.00
694_8964,    694.00,   8964.00,      3.00
695_8954,    695.00,   8954.00,      3.00
695_8964,    695.00,   8964.00,      3.00
696_8954,    696.00,   8954.00,      3.00
696_8964,    696.00,   8964.00,      3.00
697_8954,    697.00,   8954.00,      3.00
697_8964,    697.00,   8964.00,      3.00
698_8954,    698.00,   8954.00,      3.00
698_8964,    698.00,   8964.00,      3.00
699_8954,    699.00,   8954.00,      3.00
699_8964,    699.00,   8964.00,      3.00
700_8954,    700.00,   8954.00,      3.00
700_8964,    700.00,   8964.00,      3.00
701_8954,    701.00,   8954.00,      3.00
701_8964,    701.00,   8964.00,      3.00
702_8954,    702.00,   8954.00,      3.00
702_8964,    702.00,   8964.00,      3.00
703_8954,    703.00,   8954.00,      3.00
703_8964,    703.00,   8964.00,      3.00
704_8954,    704.00,   8954.00,      3.00
704_8964,    704.00,   8964.00,      3.00
705_8954,    705.00,   8954.00,      3.00
705_8964,    705.00,   8964.00,      3.00
706_8954,    706.00,   8954.00,      3.00
706_8964,    706.00,   8964.00,      3.00
707_8954,    707.00,   8954.00,      3.00
707_8964,    707.00,   8964.00,      3.00
708_8954,    708.00,   8954.00,      3.00
708_8964,    708.00,   8964.00,      3.00
709_8954,    709.00,   8954.00,      3.00
709_8964,    709.00,   8964.00,      3.00
710_8954,    710.00,   8954.00,      3.00
710_8964,    710.00,   8964.00,      3.00
711_8954,    711.00,   8954.00,      3.00
711_8964,    711.00,   8964.00,      3.00
712_8954,    712.00,   8954.00,      3.00
712_8964,    712.00,   8964.00,      3.00
713_8954,    713.00,   8954.00,      3.00
713_8964,    713.00,   8964.00,      3.00
714_8954,    714.00,   8954.00,      3.00
714_8964,    714.00,   8964.00,      3.00
715_8954,    715.00,   8954.00,      3.00
715_8964,    715.00,   8964.00,      3.00
716_8954,    716.00,   8954.00,      3.00
716_8964,    716.00,   8964.00,      3.00
717_8954,    717.00,   8954.00,      3.00
717_8964,    717.00,   8964.00,      3.00
718_8954,    718.00,   8954.00,      3.00
718_8964,    718.00,   8964.00,      3.00
719_8954,    719.00,   8954.00,      3.00
719_8964,    719.00,   8964.00,      3.00
720_8954,    720.00,   8954.00,      3.00
720_8964,    720.00,   8964.00,      3.00
721_8954,    721.00,   8954.00,      3.00
721_8964,    721.00,   8964.00,      3.00
722_8954,    722.00,   8954.00,      3.00
722_8964,    722.00,   8964.00,      3.00
723_8954,    723.00,   8954.00,      3.00
723_8964,    723.00,   8964.00,      3.00
724_8954,    724.00,   8954.00,      3.00
724_8964,    724.00,   8964.00,      3.00
725_8954,    725.00,   8954.00,      3.00
725_8964,    725.00,   8964.00,      3.00
726_8954,    726.00,   8954.00,      3.00
726_8964,    726.00,   8964.00,      3.00
727_8954,    727.00,   8954.00,      3.00
727_8964,    727.00,   8964.00,      3.00
728_8954,    728.00,   8954.00,      3.00
728_8964,    728.00,   8964.00,      3.00
730_8964,    730.00,   8964.00,      3.00
731_8964,    731.00,   8964.00,      3.00
732_8964,    732.00,   8964.00,      3.00
733_8964,    733.00,   8964.00,      3.00
734_8964,    734.00,   8964.00,      3.00
735_8964,    735.00,   8964.00,      3.00
736_8964,    736.00,   8964.00,      3.00
737_8964,    737.00,   8964.00,      3.00
738_8964,    738.00,   8964.00,      3.00
739_8964,    739.00,   8964.00,      3.00
740_8964,    740.00,   8964.00,      3.00
741_8964,    741.00,   8964.00,      3.00
742_8964,    742.00,   8964.00,      3.00
743_8964,    743.00,   8964.00,      3.00
744_8964,    744.00,   8964.00,      3.00
745_8964,    745.00,   8964.00,      3.00
746_8964,    746.00,   8964.00,      3.00
747_8964,    747.00,   8964.00,      3.00
748_8964,    748.00,   8964.00,      3.00
749_8964,    749.00,   8964.00,      3.00
750_8964,    750.00,   8964.00,      3.00
751_8964,    751.00,   8964.00,      3.00
752_8964,    752.00,   8964.00,      3.00
753_8964,    753.00,   8964.00,      3.00
754_8964,    754.00,   8964.00,      3.00
755_8964,    755.00,   8964.00,      3.00
756_8964,    756.00,   8964.00,      3.00
757_8964,    757.00,   8964.00,      3.00
758_8964,    758.00,   8964.00,      3.00
759_8964,    759.00,   8964.00,      3.00
760_8964,    760.00,   8964.00,      3.00
761_8964,    761.00,   8964.00,      3.00
762_8964,    762.00,   8964.00,      3.00
763_8964,    763.00,   8964.00,      3.00
764_8964,    764.00,   8964.00,      3.00
765_8964,    765.00,   8964.00,      3.00
766_8964,    766.00,   8964.00,      3.00
767_8964,    767.00,   8964.00,      3.00
768_8964,    768.00,   8964.00,      3.00
769_8964,    769.00,   8964.00,      3.00
770_8964,    770.00,   8964.00,      3.00
771_8964,    771.00,   8964.00,      3.00
772_8964,    772.00,   8964.00,      3.00
773_8964,    773.00,   8964.00,      3.00
774_8964,    774.00,   8964.00,      3.00
775_8964,    775.00,   8964.00,      3.00
776_8964,    776.00,   8964.00,      3.00
777_8964,    777.00,   8964.00,      3.00
778_8964,    778.00,   8964.00,      3.00
779_8964,    779.00,   8964.00,      3.00
780_8964,    780.00,   8964.00,      3.00
781_8964,    781.00,   8964.00,      3.00
782_8964,    782.00,   8964.00,      3.00
783_8964,    783.00,   8964.00,      3.00
784_8964,    784.00,   8964.00,      3.00
785_8964,    785.00,   8964.00,      3.00
786_8964,    786.00,   8964.00,      3.00
787_8964,    787.00,   8964.00,      3.00
788_8964,    788.00,   8964.00,      3.00
789_8964,    789.00,   8964.00,      3.00
790_8964,    790.00,   8964.00,      3.00
791_8964,    791.00,   8964.00,      3.00
792_8964,    792.00,   8964.00,      3.00
793_8964,    793.00,   8964.00,      3.00
794_8964,    794.00,   8964.00,      3.00
795_8964,    795.00,   8964.00,      3.00
796_8964,    796.00,   8964.00,      3.00
797_8964,    797.00,   8964.00,      3.00
798_8964,    798.00,   8964.00,      3.00
799_8964,    799.00,   8964.00,      3.00
800_8964,    800.00,   8964.00,      3.00
801_8964,    801.00,   8964.00,      3.00
802_8964,    802.00,   8964.00,      3.00
803_8964,    803.00,   8964.00,      3.00
804_8964,    804.00,   8964.00,      3.00
805_8964,    805.00,   8964.00,      3.00
806_8964,    806.00,   8964.00,      3.00
807_8964,    807.00,   8964.00,      3.00
808_8964,    808.00,   8964.00,      3.00
809_8964,    809.00,   8964.00,      3.00
810_8964,    810.00,   8964.00,      3.00
811_8964,    811.00,   8964.00,      3.00
812_8964,    812.00,   8964.00,      3.00
813_8964,    813.00,   8964.00,      3.00
814_8964,    814.00,   8964.00,      3.00
815_8964,    815.00,   8964.00,      3.00
816_8964,    816.00,   8964.00,      3.00
817_8964,    817.00,   8964.00,      3.00
818_8964,    818.00,   8964.00,      3.00
819_8964,    819.00,   8964.00,      3.00
820_8964,    820.00,   8964.00,      3.00
821_8964,    821.00,   8964.00,      3.00
822_8964,    822.00,   8964.00,      3.00
823_8964,    823.00,   8964.00,      3.00
824_8964,    824.00,   8964.00,      3.00
825_8964,    825.00,   8964.00,      3.00
826_8964,    826.00,   8964.00,      3.00
827_8964,    827.00,   8964.00,      3.00
828_8964,    828.00,   8964.00,      3.00
829_8964,    829.00,   8964.00,      3.00
830_8964,    830.00,   8964.00,      3.00
831_8964,    831.00,   8964.00,      3.00
832_8964,    832.00,   8964.00,      3.00
833_8964,    833.00,   8964.00,      3.00
834_8964,    834.00,   8964.00,      3.00
835_8964,    835.00,   8964.00,      3.00
836_8964,    836.00,   8964.00,      3.00
837_8964,    837.00,   8964.00,      3.00
838_8964,    838.00,   8964.00,      3.00
839_8964,    839.00,   8964.00,      3.00
840_8964,    840.00,   8964.00,      3.00
841_8964,    841.00,   8964.00,      3.00
